ProductKey;ProductAlternateKey;ProductSubcategoryName;ProductName;ProductCategoryName;Color;SizeRange;Description;Startday
460;SB-M891-M;Bib-Shorts;Men's Bib-Shorts, M;Clothing;Multi;M;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;2017/04/01
461;SB-M891-L;Bib-Shorts;Men's Bib-Shorts, L;Clothing;Multi;L;Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.;2017/01/01
462;GL-H102-S;Gloves;Half-Finger Gloves, S;Clothing;Black;S;Full padding, improved finger flex, durable palm, adjustable closure.;2017/02/01
463;GL-H102-S;Gloves;Half-Finger Gloves, S;Clothing;Black;S;Full padding, improved finger flex, durable palm, adjustable closure.;2018/03/01
464;GL-H102-M;Gloves;Half-Finger Gloves, M;Clothing;Black;M;Full padding, improved finger flex, durable palm, adjustable closure.;2017/04/01
465;GL-H102-M;Gloves;Half-Finger Gloves, M;Clothing;Black;M;Full padding, improved finger flex, durable palm, adjustable closure.;2018/05/01
466;GL-H102-L;Gloves;Half-Finger Gloves, L;Clothing;Black;L;Full padding, improved finger flex, durable palm, adjustable closure.;2017/06/01
467;GL-H102-L;Gloves;Half-Finger Gloves, L;Clothing;Black;L;Full padding, improved finger flex, durable palm, adjustable closure.;2018/07/01
468;GL-F110-S;Gloves;Full-Finger Gloves, S;Clothing;Black;S;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;2017/08/01
469;GL-F110-M;Gloves;Full-Finger Gloves, M;Clothing;Black;M;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;2017/09/01
470;GL-F110-L;Gloves;Full-Finger Gloves, L;Clothing;Black;L;Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.;2017/04/01
471;VE-C304-S;Vests;Classic Vest, S;Clothing;Blue;S;Light-weight, wind-resistant, packs to fit into a pocket.;2018/01/01
472;VE-C304-M;Vests;Classic Vest, M;Clothing;Blue;M;Light-weight, wind-resistant, packs to fit into a pocket.;2018/02/01
473;VE-C304-L;Vests;Classic Vest, L;Clothing;Blue;L;Light-weight, wind-resistant, packs to fit into a pocket.;2018/03/01
474;SH-W890-S;Shorts;Women's Mountain Shorts, S;Clothing;Black;S;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;2018/04/01
475;SH-W890-M;Shorts;Women's Mountain Shorts, M;Clothing;Black;M;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;2018/05/01
476;SH-W890-L;Shorts;Women's Mountain Shorts, L;Clothing;Black;L;Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.;2018/06/01
477;WB-H098;Bottles and Cages;Water Bottle - 30 oz.;Accessories;;NA;"AWC logo water bottle - holds 30 oz; leak-proof.";2018/07/01
478;BC-M005;Bottles and Cages;Mountain Bottle Cage;Accessories;;NA;Tough aluminum cage holds bottle securly on tough terrain.;2018/08/01
479;BC-R205;Bottles and Cages;Road Bottle Cage;Accessories;;NA;"Aluminum cage is lighter than our mountain version; perfect for long distance trips.";2018/09/01
480;PK-7098;Tires and Tubes;Patch Kit/8 Patches;Accessories;;NA;Includes 8 different size patches, glue and sandpaper.;2018/04/01
481;SO-R809-M;Socks;Racing Socks, M;Clothing;White;M;Thin, lightweight and durable with cuffs that stay up.;2018/01/01
482;SO-R809-L;Socks;Racing Socks, L;Clothing;White;L;Thin, lightweight and durable with cuffs that stay up.;2018/02/01
483;RA-H123;Bike Racks;Hitch Rack - 4-Bike;Accessories;;NA;"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.";2018/03/01
484;CL-9009;Cleaners;Bike Wash - Dissolver;Accessories;;NA;"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.";2018/04/01
485;FE-6654;Fenders;Fender Set - Mountain;Accessories;;NA;Clip-on fenders fit most mountain bikes.;2018/05/01
486;ST-1401;Bike Stands;All-Purpose Bike Stand;Accessories;;NA;Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.;2018/06/01
487;HY-1023-70;Hydration Packs;Hydration Pack - 70 oz.;Accessories;Silver;70;Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.;2018/07/01
488;SJ-0194-S;Jerseys;Short-Sleeve Classic Jersey, S;Clothing;Yellow;S;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;2018/08/01
489;SJ-0194-M;Jerseys;Short-Sleeve Classic Jersey, M;Clothing;Yellow;M;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;2018/09/01
490;SJ-0194-L;Jerseys;Short-Sleeve Classic Jersey, L;Clothing;Yellow;L;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;2018/04/01
491;SJ-0194-X;Jerseys;Short-Sleeve Classic Jersey, XL;Clothing;Yellow;XL;Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.;2018/01/01
492;FR-T98Y-60;Touring Frames;HL Touring Frame - Yellow, 60;Components;Yellow;60-62 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/02/01
493;FR-T67Y-62;Touring Frames;LL Touring Frame - Yellow, 62;Components;Yellow;60-62 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/03/01
494;FR-T98Y-46;Touring Frames;HL Touring Frame - Yellow, 46;Components;Yellow;42-46 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/04/01
495;FR-T98Y-50;Touring Frames;HL Touring Frame - Yellow, 50;Components;Yellow;48-52 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/05/01
496;FR-T98Y-54;Touring Frames;HL Touring Frame - Yellow, 54;Components;Yellow;54-58 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/06/01
497;FR-T98U-46;Touring Frames;HL Touring Frame - Blue, 46;Components;Blue;42-46 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/07/01
498;FR-T98U-50;Touring Frames;HL Touring Frame - Blue, 50;Components;Blue;48-52 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/08/01
499;FR-T98U-54;Touring Frames;HL Touring Frame - Blue, 54;Components;Blue;54-58 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/09/01
500;FR-T98U-60;Touring Frames;HL Touring Frame - Blue, 60;Components;Blue;60-62 CM;"The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.";2018/04/01
501;RD-2308;Derailleurs;Rear Derailleur;Components;Silver;;Wide-link design.;2018/01/01
502;FR-T67U-50;Touring Frames;LL Touring Frame - Blue, 50;Components;Blue;48-52 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/02/01
503;FR-T67U-54;Touring Frames;LL Touring Frame - Blue, 54;Components;Blue;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/03/01
504;FR-T67U-58;Touring Frames;LL Touring Frame - Blue, 58;Components;Blue;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/04/01
505;FR-T67U-62;Touring Frames;LL Touring Frame - Blue, 62;Components;Blue;60-62 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/05/01
506;FR-T67Y-44;Touring Frames;LL Touring Frame - Yellow, 44;Components;Yellow;42-46 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/06/01
507;FR-T67Y-50;Touring Frames;LL Touring Frame - Yellow, 50;Components;Yellow;48-52 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/07/01
508;FR-T67Y-54;Touring Frames;LL Touring Frame - Yellow, 54;Components;Yellow;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/08/01
509;FR-T67Y-58;Touring Frames;LL Touring Frame - Yellow, 58;Components;Yellow;54-58 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/09/01
510;FR-T67U-44;Touring Frames;LL Touring Frame - Blue, 44;Components;Blue;42-46 CM;Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.;2018/04/01
511;FR-M63S-40;Mountain Frames;ML Mountain Frame-W - Silver, 40;Components;Silver;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;2018/01/01
512;FR-M63S-42;Mountain Frames;ML Mountain Frame-W - Silver, 42;Components;Silver;42-46 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;2018/02/01
513;FR-M63S-46;Mountain Frames;ML Mountain Frame-W - Silver, 46;Components;Silver;42-46 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;2018/03/01
514;RB-9231;Brakes;Rear Brakes;Components;Silver;;NULL;2018/04/01
515;SE-M236;Saddles;LL Mountain Seat/Saddle;Components;;NA;Synthetic leather. Features gel for increased comfort.;2018/05/01
516;SE-M798;Saddles;ML Mountain Seat/Saddle;Components;;NA;Designed to absorb shock.;2018/06/01
517;SE-M940;Saddles;HL Mountain Seat/Saddle;Components;;NA;Anatomic design for a full-day of riding in comfort. Durable leather.;2018/07/01
518;SE-R581;Saddles;LL Road Seat/Saddle;Components;;NA;Lightweight foam-padded saddle.;2018/08/01
519;SE-R908;Saddles;ML Road Seat/Saddle;Components;;NA;Rubber bumpers absorb bumps.;2018/09/01
520;SE-R995;Saddles;HL Road Seat/Saddle;Components;;NA;Lightweight kevlar racing saddle. Leather.;2018/04/01
521;SE-T312;Saddles;LL Touring Seat/Saddle;Components;;NA;Comfortable, ergonomically shaped gel saddle.;2018/01/01
522;SE-T762;Saddles;ML Touring Seat/Saddle;Components;;NA;New design relieves pressure for long rides.;2018/02/01
523;SE-T924;Saddles;HL Touring Seat/Saddle;Components;;NA;Cut-out shell for a more comfortable ride.;2018/03/01
524;FR-M21S-42;Mountain Frames;LL Mountain Frame - Silver, 42;Components;Silver;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/04/01
525;FR-M21S-44;Mountain Frames;LL Mountain Frame - Silver, 44;Components;Silver;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/05/01
526;FR-M21S-48;Mountain Frames;LL Mountain Frame - Silver, 48;Components;Silver;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/06/01
527;FR-M21S-52;Mountain Frames;LL Mountain Frame - Silver, 52;Components;Silver;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/07/01
528;TT-M928;Tires and Tubes;Mountain Tire Tube;Accessories;;NA;Self-sealing tube.;2018/08/01
529;TT-R982;Tires and Tubes;Road Tire Tube;Accessories;;NA;Conventional all-purpose tube.;2018/09/01
530;TT-T092;Tires and Tubes;Touring Tire Tube;Accessories;;NA;General purpose tube.;2018/04/01
531;FR-M21B-42;Mountain Frames;LL Mountain Frame - Black, 42;Components;Black;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/01/01
532;FR-M21B-44;Mountain Frames;LL Mountain Frame - Black, 44;Components;Black;42-46 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/02/01
533;FR-M21B-48;Mountain Frames;LL Mountain Frame - Black, 48;Components;Black;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/03/01
534;FR-M21B-52;Mountain Frames;LL Mountain Frame - Black, 52;Components;Black;48-52 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/04/01
535;TI-M267;Tires and Tubes;LL Mountain Tire;Accessories;;NA;Comparible traction, less expensive wire bead casing.;2018/05/01
536;TI-M602;Tires and Tubes;ML Mountain Tire;Accessories;;NA;Great traction, high-density rubber.;2018/06/01
537;TI-M823;Tires and Tubes;HL Mountain Tire;Accessories;;NA;Incredible traction, lightweight carbon reinforced.;2018/07/01
538;TI-R092;Tires and Tubes;LL Road Tire;Accessories;;NA;Same great treads as more expensive tire with a less expensive wire bead casing.;2018/08/01
539;TI-R628;Tires and Tubes;ML Road Tire;Accessories;;NA;Higher density rubber.;2018/09/01
540;TI-R982;Tires and Tubes;HL Road Tire;Accessories;;NA;Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.;2018/04/01
541;TI-T723;Tires and Tubes;Touring Tire;Accessories;;NA;High-density rubber.;2018/01/01
542;PD-M282;Pedals;LL Mountain Pedal;Components;Silver/Black;;"Expanded platform so you can ride in any shoes; great for all-around riding.";2018/02/01
543;PD-M340;Pedals;ML Mountain Pedal;Components;Silver/Black;;Lightweight, durable, clipless pedal with adjustable tension.;2018/03/01
544;PD-M562;Pedals;HL Mountain Pedal;Components;Silver/Black;;"Stainless steel; designed to shed mud easily.";2018/04/01
545;PD-R347;Pedals;LL Road Pedal;Components;Silver/Black;;Clipless pedals - aluminum.;2018/05/01
546;PD-R563;Pedals;ML Road Pedal;Components;Silver/Black;;Lightweight aluminum alloy construction.;2018/06/01
547;PD-R853;Pedals;HL Road Pedal;Components;Silver/Black;;Top-of-the-line clipless pedals with adjustable tension.;2018/07/01
548;PD-T852;Pedals;Touring Pedal;Components;Silver/Black;;A stable pedal for all-day riding.;2018/08/01
549;FR-M63S-38;Mountain Frames;ML Mountain Frame-W - Silver, 38;Components;Silver;38-40 CM;The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.;2018/09/01
550;FR-M21B-40;Mountain Frames;LL Mountain Frame - Black, 40;Components;Black;38-40 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/04/01
551;FR-M21S-40;Mountain Frames;LL Mountain Frame - Silver, 40;Components;Silver;38-40 CM;Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.;2018/01/01
552;FD-2342;Derailleurs;Front Derailleur;Components;Silver;;Wide-link design.;2018/02/01
553;HB-T721;Handlebars;LL Touring Handlebars;Components;;NA;Unique shape reduces fatigue for entry level riders.;2018/03/01
554;HB-T928;Handlebars;HL Touring Handlebars;Components;;NA;A light yet stiff aluminum bar for long distance riding.;2018/04/01
555;FB-9873;Brakes;Front Brakes;Components;Silver;;"All-weather brake pads; provides superior stopping by applying more surface to the rim.";2018/05/01
556;CS-4759;Cranksets;LL Crankset;Components;Black;;Super rigid spindle.;2018/06/01
557;CS-6583;Cranksets;ML Crankset;Components;Black;;High-strength crank arm.;2018/07/01
558;CS-9183;Cranksets;HL Crankset;Components;Black;;"Triple crankset; alumunim crank arm; flawless shifting.";2018/08/01
559;CH-0234;Chains;Chain;Components;Silver;;Superior shifting performance.;2018/09/01
560;BK-T44U-60;Touring Bikes;Touring-2000 Blue, 60;Bikes;Blue;60-62 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;2018/04/01
561;BK-T79Y-46;Touring Bikes;Touring-1000 Yellow, 46;Bikes;Yellow;42-46 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/01/01
562;BK-T79Y-50;Touring Bikes;Touring-1000 Yellow, 50;Bikes;Yellow;48-52 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/02/01
563;BK-T79Y-54;Touring Bikes;Touring-1000 Yellow, 54;Bikes;Yellow;54-58 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/03/01
564;BK-T79Y-60;Touring Bikes;Touring-1000 Yellow, 60;Bikes;Yellow;60-62 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/04/01
565;BK-T18U-54;Touring Bikes;Touring-3000 Blue, 54;Bikes;Blue;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/05/01
566;BK-T18U-58;Touring Bikes;Touring-3000 Blue, 58;Bikes;Blue;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/06/01
567;BK-T18U-62;Touring Bikes;Touring-3000 Blue, 62;Bikes;Blue;60-62 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/07/01
568;BK-T18Y-44;Touring Bikes;Touring-3000 Yellow, 44;Bikes;Yellow;42-46 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/08/01
569;BK-T18Y-50;Touring Bikes;Touring-3000 Yellow, 50;Bikes;Yellow;48-52 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/09/01
570;BK-T18Y-54;Touring Bikes;Touring-3000 Yellow, 54;Bikes;Yellow;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/04/01
571;BK-T18Y-58;Touring Bikes;Touring-3000 Yellow, 58;Bikes;Yellow;54-58 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/01/01
572;BK-T18Y-62;Touring Bikes;Touring-3000 Yellow, 62;Bikes;Yellow;60-62 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/02/01
573;BK-T79U-46;Touring Bikes;Touring-1000 Blue, 46;Bikes;Blue;42-46 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/03/01
574;BK-T79U-50;Touring Bikes;Touring-1000 Blue, 50;Bikes;Blue;48-52 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/04/01
575;BK-T79U-54;Touring Bikes;Touring-1000 Blue, 54;Bikes;Blue;54-58 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/05/01
576;BK-T79U-60;Touring Bikes;Touring-1000 Blue, 60;Bikes;Blue;60-62 CM;Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.;2018/06/01
577;BK-T44U-46;Touring Bikes;Touring-2000 Blue, 46;Bikes;Blue;42-46 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;2018/07/01
578;BK-T44U-50;Touring Bikes;Touring-2000 Blue, 50;Bikes;Blue;48-52 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;2018/08/01
579;BK-T44U-54;Touring Bikes;Touring-2000 Blue, 54;Bikes;Blue;54-58 CM;The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.;2018/09/01
580;BK-R79Y-40;Road Bikes;Road-350-W Yellow, 40;Bikes;Yellow;38-40 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;2018/04/01
581;BK-R79Y-42;Road Bikes;Road-350-W Yellow, 42;Bikes;Yellow;42-46 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;2018/01/01
582;BK-R79Y-44;Road Bikes;Road-350-W Yellow, 44;Bikes;Yellow;42-46 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;2018/02/01
583;BK-R79Y-48;Road Bikes;Road-350-W Yellow, 48;Bikes;Yellow;48-52 CM;Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.;2018/03/01
584;BK-R19B-58;Road Bikes;Road-750 Black, 58;Bikes;Black;54-58 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";2018/04/01
585;BK-T18U-44;Touring Bikes;Touring-3000 Blue, 44;Bikes;Blue;42-46 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/05/01
586;BK-T18U-50;Touring Bikes;Touring-3000 Blue, 50;Bikes;Blue;48-52 CM;All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.;2018/06/01
587;BK-M38S-38;Mountain Bikes;Mountain-400-W Silver, 38;Bikes;Silver;38-40 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;2018/07/01
588;BK-M38S-40;Mountain Bikes;Mountain-400-W Silver, 40;Bikes;Silver;38-40 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;2018/08/01
589;BK-M38S-42;Mountain Bikes;Mountain-400-W Silver, 42;Bikes;Silver;42-46 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;2018/09/01
590;BK-M38S-46;Mountain Bikes;Mountain-400-W Silver, 46;Bikes;Silver;42-46 CM;This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.;2018/04/01
591;BK-M18S-40;Mountain Bikes;Mountain-500 Silver, 40;Bikes;Silver;38-40 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/01/01
592;BK-M18S-42;Mountain Bikes;Mountain-500 Silver, 42;Bikes;Silver;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/02/01
593;BK-M18S-44;Mountain Bikes;Mountain-500 Silver, 44;Bikes;Silver;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/03/01
594;BK-M18S-48;Mountain Bikes;Mountain-500 Silver, 48;Bikes;Silver;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/04/01
595;BK-M18S-52;Mountain Bikes;Mountain-500 Silver, 52;Bikes;Silver;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/05/01
596;BK-M18B-40;Mountain Bikes;Mountain-500 Black, 40;Bikes;Black;38-40 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/06/01
597;BK-M18B-42;Mountain Bikes;Mountain-500 Black, 42;Bikes;Black;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/07/01
598;BK-M18B-44;Mountain Bikes;Mountain-500 Black, 44;Bikes;Black;42-46 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/08/01
599;BK-M18B-48;Mountain Bikes;Mountain-500 Black, 48;Bikes;Black;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/09/01
600;BK-M18B-52;Mountain Bikes;Mountain-500 Black, 52;Bikes;Black;48-52 CM;Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.;2018/04/01
601;BB-7421;Bottom Brackets;LL Bottom Bracket;Components;;NA;Chromoly steel.;2018/01/01
602;BB-8107;Bottom Brackets;ML Bottom Bracket;Components;;NA;"Aluminum alloy cups; large diameter spindle.";2018/02/01
603;BB-9108;Bottom Brackets;HL Bottom Bracket;Components;;NA;Aluminum alloy cups and a hollow axle.;2018/03/01
604;BK-R19B-44;Road Bikes;Road-750 Black, 44;Bikes;Black;42-46 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";2018/04/01
605;BK-R19B-48;Road Bikes;Road-750 Black, 48;Bikes;Black;48-52 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";2018/05/01
606;BK-R19B-52;Road Bikes;Road-750 Black, 52;Bikes;Black;48-52 CM;"Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.";2018/06/01
